date,Research,gasage_yr_bp,co2_ppmv,sig_mean_co2_ppmv
155-393 kyr BP:,"Vostok (Petit et al., 1999)",193074.5,218,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",195126.5,226.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",195799.5,220,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",197587.35,226.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",198327.45,241.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",198938,242.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",201752,250.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",202744.5,239.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",203842,247.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",205203.275,244.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",205575.755,231.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",205944.575,232.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",206359.935,228.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",206896.85,226.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",207240.3,229.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",207622.89,231.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",208108.775,238.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",208274.525,237.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",208821.57,230,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",209082.255,240.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",209445.04,242.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",209966.085,244.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",210175.17,243.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",210832.065,247.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",211058.465,252,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",211577.835,246.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",212078.745,239.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",212533.075,257.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",213330.35,243.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",214158.81,251.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",215080.745,241.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",215912.34,240.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",216306.15,242.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",216864.965,247.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",217415.635,251.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",217694.96,251.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",218200.785,245.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",219067.605,240.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",220935.615,214.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",221697.46,216.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",222539.575,207.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",223129.035,208.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",224271.505,205.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",226259.825,203.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",226849.835,215.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",227719.975,235.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",228439.415,234.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",228766.99,233.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",229572.045,224.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",231129.66,232.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",232191.77,233.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",232856.06,241.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",235990.855,245.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",236426.005,252.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",236850.8,241.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",237391.655,247.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",237905.53,243.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",238425.335,239.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",239008.26,245.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",239387.035,245.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",239738.66,247.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",240190.365,252.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",241333.045,259.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",241855.4,263.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",242685.46,279,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",243138.52,280.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",244121.765,263.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",244582.335,252.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",245057.01,249.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",245564,236.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",246188.81,230.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",246870.485,219.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",249099.87,214.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",251390.57,200.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",252132.255,213.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",252953.72,195.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",253756.68,196.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",254587.105,195.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",256298.66,199,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",257060.585,201.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",257908.065,204,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",259396.895,203.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",260894.24,209.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",261293.92,205.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",262054.575,208.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",262817.095,214.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",264583.76,228.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",266134.45,199.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",267007,211.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",268257.83,188.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",268995.5,187.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",269940.47,194.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",271036.035,198.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",272149.64,184.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",273165.83,190.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",274164.075,193.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",275154.635,194.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",276257.715,198.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",277443,193.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",278590.905,202.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",279619.045,204.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",280558.95,211,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",281400.74,215.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",282592.89,223.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",284434.68,231.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",285931.32,228,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",286609.955,226.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",287443.86,231.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",287820.05,230.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",288286.425,231,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",290184.5,234.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",290863.79,220.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",291562.87,217.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",292818.31,207.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",293650.74,206,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",294455.29,206.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",295364.225,212.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",296828.865,213.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",298704.615,217.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",299376.28,224.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",300115.865,231,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",301025.615,236.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",302084.19,239,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",303116,236,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",304100.92,240.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",305099.81,240.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",305778.15,250.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",306581.115,248.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",307463.265,244.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",308325.7,225.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",309423.73,227.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",310010.975,226.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",310776.1,233.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",311670.025,237.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",312593.43,239,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",313343.125,241.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",314051.85,251.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",314836.21,256.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",315657.515,257.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",316450.72,246.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",317149.87,272.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",317932.545,251.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",318852.595,245.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",319829.66,233.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",320916.335,255.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",321817.445,249.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",323383.345,257.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",324166.915,260.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",325007.405,260.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",325823,260.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",326591.09,266.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",327435.835,264,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",328086.81,266.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",328770.75,270.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",329414.29,271.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",330053.325,275.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",331293.55,265,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",332144.115,271.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",332798.62,272.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",333500.09,273.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",333997.555,282.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",334349.495,289.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",334543.885,288.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",335102.305,298.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",335707.51,278.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",336377.54,285.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",336867.82,278.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",337516.67,270.5,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",338213.5,255.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",338991.435,241.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",339983.89,239.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",340735.08,234.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",342791.56,250.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",343923.585,200.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",345000.85,205.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",346320.905,204.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",347544.805,211.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",349139.085,220.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",351676.345,221.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",353174.595,216.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",354412.975,209.4,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",355817.77,209.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",359010.38,193,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",360683.84,186.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",362567.6,185.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",365190.23,201.2,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",368065.9,206.3,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",371385.87,201.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",373457.615,199.9,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",375204.6,214.7,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",377034.88,224.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",378760.24,229.6,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",382931.485,227,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",384557.445,240,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",386283.71,239.1,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",387824.815,246.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",389410.205,245.8,3
155-393 kyr BP:,"Vostok (Petit et al., 1999)",392287.25,258.1,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",392977.1515,259.5,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",394003.6909,273.6,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",394906.103,260.7,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",398275.1273,276.3,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",399926.1636,277.1,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",400710.0848,283.2,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",402140.9152,283.1,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",402859.8364,275.7,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",404313.297,276.5,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",405062.6303,280.5,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",406542.8,279.6,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",407282.497,285.6,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",408818.7152,284.5,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",409598.2364,274.7,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",410453.8,282.6,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",411347.9697,283.5,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",413258.6545,274.9,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",414210.8606,264.9,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",415179.5939,271.6,3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",415945.6061,276.4,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",416425.3152,271.7,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",417440.4424,273.4,1.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",417956.7818,271.8,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",418505.303,274.6,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",419575.7818,273.7,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",420133.7636,271.2,1.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",420701.7636,273.8,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",421912.1455,268.6,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",422532.6545,266.4,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",423225.497,270.6,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",424507.7455,267.7,2.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",425132.2606,268.3,1.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",425740.9091,270.8,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",426237.2727,270,2.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",426621.5636,265.4,2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",427154.9636,255.3,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",427941.4,252.1,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",428840.2,248.2,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",429178.3636,242.5,1.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",431023.7636,219.7,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",432179.3091,227.2,2.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",433850.297,211.5,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",434379.0727,207.6,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",435939.6909,209.8,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",437485.4182,207.5,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",439063.4182,200.3,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",440659.5818,201.7,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",442230.7758,201.3,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",443844.6485,202,1.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",445331.7273,199.1,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",447219.1818,201.1,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",448459.1818,203.5,0.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",449571.0364,208.1,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",450642.8909,201.7,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",451747.2788,201.2,2.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",452735.8364,204.9,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",453775.6424,201.9,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",454864.3091,198.4,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",456001.6121,193.3,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",457114.4364,192.5,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",457745.1273,199.1,0.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",458208.2909,204.3,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",458794.0061,203.3,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",459211.5515,208.3,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",460252.2121,202.4,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",461286.0606,195.5,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",462414.103,190.7,1.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",463526.6485,194.4,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",464599.4727,199.9,2.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",465265.3636,205.2,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",465601.7273,210,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",466632.297,208.1,2.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",467706.6424,204.4,1.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",468877.7091,203.4,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",470040.1273,205.5,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",470725.9758,206.5,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",471200.7939,215.5,2.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",471824.5333,218.7,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",472263.0667,229.2,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",472863.2727,232.7,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",473217.8182,243.7,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",473800.8485,243.9,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",474092.3636,245.6,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",474974.1091,241.2,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",475925.2,233.1,0.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",476949.8,232.8,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",477941,236.6,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",478892.4606,239.1,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",479402.9515,236.5,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",479775.6909,231.3,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",480328.297,220.8,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",480726.6848,218.8,2.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",481662.9636,223.8,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",482580.9636,223.4,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",483395.3818,227.3,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",484179.7879,231.4,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",484936.1818,231.4,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",485667.5212,231.2,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",486398.6727,233,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",487129.2545,232.9,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",487848.0667,231.3,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",488565.4545,237.1,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",489302.0909,242,0.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",489719.7939,240.9,0.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",490026.2909,252.8,2.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",490494.9091,249.3,2.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",490733.9515,242.6,0.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",491451.0788,243.3,1.3
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",492154.5455,246.7,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",492863.7758,243.7,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",493593.1091,239.7,1.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",494300.3939,239.1,1.2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",495024.1273,238.3,2
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",495725.6909,238.5,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",496444.0667,237.6,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",497187.6303,236.4,2.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",497965.9758,236.5,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",498737.4182,232.8,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",499526.7818,230.6,0.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",500304.7818,230.8,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",501083.9636,228.2,1.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",501861.4242,230.8,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",502637.6364,231.2,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",503418.9273,232,1.6
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",504177.1879,232.2,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",504911.7818,234.1,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",505684.2424,233.9,1.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",506483.7333,235.5,1.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",507312.4,236,2.1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",508117.7212,238.2,0.9
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",508940.9818,237,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",509784.9818,240.3,0.7
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",510652.3273,233.4,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",511512.4485,236.4,1.4
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",512363.7818,235.2,0.5
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",513204.7394,242,0.8
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",514033.1152,238.2,1
393-611 kyr BP:,"Dome C (Siegenthaler et al., 2005)",514847.7818,239.2,1.2
