date,Research,gasage_yr_bp,co2_ppmv,sig_mean_co2_ppmv
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16033.783,224.4802221,1.43334035
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16083,224.2423601,0.820341141
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16114.135,222.4115118,1.309434892
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16151.209,224.8625785,1.024743409
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16166.707,226.19088,0.071697463
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16187.461,221.4898463,1.176905106
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16208.708,227.3244742,1.212502893
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16222.957,223.2363153,0.553887217
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16240.564,220.4851709,1.059451264
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16260.727,218.5638246,0.966786897
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16278.743,214.2212289,0.594552631
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16296.958,212.8436751,0.745912625
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16317.429,214.5978425,0.596488834
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16337.251,212.4297077,1.188105898
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16354.228,214.8309479,1.203066018
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16374.888,211.2133503,0.499802238
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16391.886,209.5081041,0.815728283
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16410.706,212.9488854,0.940508813
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16431.323,211.7934498,1.807132802
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16458.381,217.1872261,0.279056763
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16472.034,213.9380168,1.113412955
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16509.932,207.9470734,0.122978676
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16553.509,208.650109,0.521232581
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16590.012,208.4614276,0.839499002
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16655.879,213.1546924,0.808533266
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16733.528,210.2493948,1.10193466
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16797.545,205.5254888,0.961741101
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16869.315,205.1850919,0.961741101
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16928.831,202.9290477,0.675029974
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",16994.774,204.3247383,1.088696181
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17091.847,202.1012164,1.05215317
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17163.698,198.6310893,1.300707592
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17236.245,198.2941754,0.776660077
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17287.896,195.8757391,0.497133024
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17311.873,194.6514132,0.266047979
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17360.496,190.5028434,0.909033112
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17385.299,193.0202134,0.393808589
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17410.026,191.8856674,0.269457887
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17434.971,190.7573981,0.465299416
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17460.991,193.0004923,0.461104861
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17485.291,191.4761143,0.501296116
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17510.868,191.5857344,0.054238037
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17534.589,192.3704753,0.605569934
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17561.459,192.6236484,0.298637334
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17586.251,196.9632882,0.863509229
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17612.004,195.7903929,0.239158638
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17637.878,193.2102062,1.228683833
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17665.057,194.3760035,0.555028699
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17691.214,191.5189594,1.334628182
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17717.049,189.5231391,0.564302252
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17743.75,190.4114564,0.239656169
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17769.713,191.7049631,0.330806799
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17797.574,187.2525634,0.662163276
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17825.432,191.207399,1.23820212
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17854.603,189.5176343,0.71904953
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17880.995,190.2606132,1.192306085
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17907.158,191.723791,0.261469407
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17935.988,188.542157,0.982142825
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17965.825,188.656499,0.104864782
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",17992.042,188.9556833,0.643065928
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18024.45,187.7853114,1.096121313
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18050.092,187.7267727,0.4985093
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18081.597,188.6407209,0.470320706
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18110.627,188.590446,1.480500953
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18139.755,184.8751082,0.228288493
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18173.163,189.0114574,1.126510505
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18201.792,185.6483772,0.952822393
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18232.181,188.8775085,0.472403363
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18264.682,188.5215344,1.15710754
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18295.805,189.0320853,0.192602099
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18324.393,187.1210723,0.837203606
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18360.352,188.731575,0.182432744
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18391.159,188.2127161,1.15736131
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18422.425,188.4698499,0.7483527
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18457.829,187.446881,1.065755124
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18486.591,187.0879475,0.703659236
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18519.994,187.6657005,0.141408287
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18582.943,188.5706082,0.617955639
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18677.396,193.9029437,0.501846194
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18747.045,191.2709927,1.013867879
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18803.635,192.9746062,1.09940778
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18835.152,188.4364689,0.822752676
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18866.913,188.4991758,0.526676431
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",18993.816,192.709914,1.747009069
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19152.786,191.0855049,1.121009894
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19282.155,191.584282,0.843181138
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19442.725,191.5166185,1.300410676
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19568.151,188.9530391,0.245510015
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19629.493,191.4187653,0.586308975
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19791.188,193.6006393,0.530319749
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",19883.882,196.0551518,0.422095963
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20018.696,193.7230209,0.750362845
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20213.307,190.4730177,1.213292293
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20407.601,189.990225,0.654258157
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20536.804,193.925954,0.692606627
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20666.489,187.7613088,0.929976018
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20828.392,192.657502,1.09466413
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",20964.428,190.8707841,0.817552208
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21067.69,188.4011718,0.867181128
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21212.702,190.0517829,0.068448655
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21345.184,187.2427817,1.161275436
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21562.853,185.2260526,0.306309799
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21790.593,187.9571767,0.218748028
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",21913.629,190.7825044,0.952142266
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",22055.594,187.3811396,1.550055634
11-22 kyr BP:,"WAIS (Marcott et al., 2014) minus 4 ppmv (see text)",22230.886,191.2705276,0.988206374
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22292.2,187.2242115,0.45
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22347.6,187.0216472,1.25
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22550.1,184.6792182,0.2
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22604.1,185.2074945,1.625
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22650.8,188.4866056,0.23
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22749.3,190.0135889,0.255
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22833.6,186.1336889,0.125
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",22994,189.3973396,1.125
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23013.8,190.5300755,0.645
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23107.3,190.0805015,0.825
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23185,188.6041093,0.87
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23276.7,197.671885,1.285
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23358.4,193.5328204,1.715
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23445.2,186.7793563,0.465
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23600.5,187.9853592,0.405955663
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",23873.8,183.1294475,0.035
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",24077.7,184.6823772,0.62
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",24269.8,186.7268949,0.925
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",24643.6,180.5655168,2.725
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",25163.6,180.6936999,0.785
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",25351.1,182.6604169,0.075
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",25543.6,183.3789183,0.62
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",25786,186.5411615,0.58
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26016,184.5181517,0.405
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26254.5,184.5716824,0.515
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26315,183.7673068,0.53
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26460.7,186.0128248,0.81
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26537.1,185.5131814,0.525
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26703.7,185.4366044,0.335
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26857.8,186.4311476,0.225
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",26954.9,188.0846282,0.8
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27042,187.3935686,0.21
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27084.8,186.271359,0.065
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27170.2,194.928153,0.479212317
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27280.1,190.0614572,0.47
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27441.9,191.9531337,0.84011284
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27502.8,191.2337979,1.915
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27549.7,191.5337588,1.944155236
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27586.4,191.9535006,0.38
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27661.3,191.4600117,0.685
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27687,192.7123708,0.075
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27714.1,190.6078691,1.635
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27718.6,189.3045239,0.315
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27820.7,187.5863925,0.865
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27866.4,190.5849616,0.49
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27885,189.2784906,0.115
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27927.1,188.986349,0.395
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",27973.2,189.2867873,0.315
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28097.3,189.9575797,0.635
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28214.1,191.8161376,0.28
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28271.6,191.5941938,0.32
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28369.7,192.6338987,1.665
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28413.9,189.1567444,0.24
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28426.9,189.6458702,0.56
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28577.4,193.1001042,0.055
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28626.4,192.8154243,0.155
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28724.3,193.8025076,0.2
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28841.9,193.8897968,0.34
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28902.7,192.6875899,0.535
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",28948.6,193.2594033,0.73
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29008.9,192.8724797,0.49
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29150.7,192.2643386,0.165
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29205.3,188.096683,0.035
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29249.6,192.3914167,0.970944901
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29323.9,191.0119519,0.89
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29366.1,189.8287064,0.305
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29410.2,189.2132558,0.660782365
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29609.2,189.2425185,0.04
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29681.2,189.7728047,0.245
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29742.8,191.284412,0.265
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29837.8,190.9669245,0.16
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29952.1,191.3754967,1.225
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",29999,191.567341,0.225
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30101.5,188.2467784,0.59
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30181.7,188.4753165,0.62
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30277.9,186.5173877,0.08
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30312.7,185.9886464,0.6
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30400.5,184.2981804,0.3
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30528.8,182.9360816,0.435
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30713,187.1432812,0.2
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",30775.7,190.3322228,0.73
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31105.2,187.9995635,0.055
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31356.4,188.4753253,0.78
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31524.1,189.946865,0.36
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31792.1,193.7128385,1.225
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31818.4,192.927643,1.125
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",31933.9,192.5071548,0.105
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32026.9,193.3257604,0.43
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32079.6,193.9050276,1.12
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32147.5,196.4166559,0.49
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32150.6,196.908055,1.305
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32307.9,192.4651878,1.936098597
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32361.2,195.2472448,0.275
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32434.8,194.1104295,0.525
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32511.1,194.6068297,0.37
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32594.6,194.4295743,0.41
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32677.8,195.080127,0.285
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32714.1,195.9386128,0.26
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32813.1,199.3023192,2.555
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",32880.9,196.701816,0.805
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33009,196.3260964,0.46
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33148.3,197.6460048,0.215
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33417.5,196.8962289,0.54
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33491.4,197.1252633,0.41
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33555.3,197.7997564,0.275
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33758.1,200.0310664,0.685
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33841,195.6271483,0.745
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33885.7,195.2662324,0.453737565
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33907.5,194.4606041,0.665
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33925.9,194.4702732,0.035
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33957,196.47192,0.445
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",33991.5,195.4109157,0.325
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34064.2,195.9317588,1.015
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34190.3,194.8874767,0.616504483
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34250.8,195.7913335,0.76
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34312.8,196.2666133,0.24
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34334.4,196.201852,0.325
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34556.9,199.6474819,0.74
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34602.6,199.4889296,0.64
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34620,200.2924224,0.43
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34647.8,198.8917124,0.98
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34710.6,197.1613049,1.195
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34825.6,202.795647,0.03
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",34866.8,203.0917776,0.48
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35089.6,198.7828308,0.575
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35165.8,203.6005086,0.36
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35281.7,205.3761847,0.1
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35337,204.4670621,1.22
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35359.4,203.6185257,0.87
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35383,201.3576929,0.255
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35445.8,200.2987555,0.805
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35497.1,201.0630555,1.005
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35508.5,202.0412667,0.9
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35530.7,201.8866004,0.65
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35568,201.8276294,0.99
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35672.5,201.8131026,0.245
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35701.6,200.5019756,0.63
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35854.6,203.2886587,1.07
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",35948.3,198.7999445,0.365
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36086.5,204.1230145,1.32
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36173.1,201.7797825,0.23
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36261.8,200.0916462,0.625
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36506.3,198.9617645,0.95
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36591.8,205.1023926,1.135
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36669.6,203.7695176,0.16
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36712.8,203.7543231,0.01
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36820.2,202.7603346,1.155
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",36939.8,203.5143458,0.23
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37023.4,206.3568576,1.125
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37118.6,210.1571748,0.892095187
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37143.2,207.3458468,0.16
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37296.5,208.2519091,0.95
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37302,209.6563918,0.586174036
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37338.1,206.586571,0.12
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37431,212.5055287,1.47
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37461.3,209.8366778,0.535
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37618.6,214.295899,0.398427464
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37647.5,212.135906,0.715
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37777.2,212.0924136,1.616417025
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",37895,214.2064208,1.09
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38000.3,211.2134252,0.68
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38088.5,214.3603926,1.485
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38165.6,208.3350597,0.585
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38192.4,206.5229252,0.45
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38284.2,207.411157,0.17
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38359.2,207.9997797,0.67
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38412.8,210.7947524,0.64
22-40 kyr BP:,"Siple Dome (Ahn et al., 2014)",38472.9,207.2301826,0.04
